N° FASE de l'établissement,Nom d'établissement,Numéro BCE de l'établissement,Type d'enseignement,Niveau,Genre,Réseau,Adresse de l'établissement,code_postal_de_l_etablissement,Localité de l'établissement,Commune de l'établissement,Bassin,arrondissement_administratif,N° FASE de l'implantation,Adresse de l'implantation,Code postal de l'implantation,Localité de l'implantation,Commune de l'implantation,Latitude,Longitude,N° FASE du PO,Nom du PO,Numéro BCE du PO,Adresse du PO,Code postal du PO,Localité du PO,Commune du PO,pointgeo
533.0,Ecole communale du Chant d'Oiseau,2167198645,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Avenue des Eperviers 62,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,964.0,Avenue des Eperviers 62,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8258707,4.4146103,1018.0,Commune de Woluwé-Saint-Pierre,207366994,Avenue Charles Thielemans 93,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8258707, 4.4146103"
533.0,Ecole communale du Chant d'Oiseau,2167198645,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Avenue des Eperviers 62,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,964.0,Avenue des Eperviers 62,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8258707,4.4146103,1018.0,Commune de Woluwé-Saint-Pierre,207366994,Avenue Charles Thielemans 93,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8258707, 4.4146103"
534.0,École libre du Sacré Coeur de Stockel 2,2147549316,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue Félix De Keuster 58B,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,965.0,Rue Félix De Keuster 58,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8393079,4.4672781,37.0,Comité d'Enseignement Annonciades d'Heverlee,432621384,Avenue de l'Aviation 72,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8393079, 4.4672781"
535.0,Ecole fondamentale libre du Collège Jean XXIII,2167083928,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue Edmond Parmentier 21,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,966.0,Avenue Edmond Parmentier 21,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8313284,4.437744,229.0,Collège Jean XXIII,414055089,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8313284, 4.437744"
535.0,Ecole fondamentale libre du Collège Jean XXIII,2167083928,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue Edmond Parmentier 21,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,966.0,Avenue Edmond Parmentier 21,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8313284,4.437744,229.0,Collège Jean XXIII,414055089,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8313284, 4.437744"
536.0,Ecole fondamentale libre Notre-Dame des Grâces,2167103823,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,967.0,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8266602,4.4177163,422.0,Comité Scolaire Notre-Dame des Grâces à Woluwe-Saint-Pierre,413314624,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8266602, 4.4177163"
536.0,Ecole fondamentale libre Notre-Dame des Grâces,2167103823,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,967.0,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8266602,4.4177163,422.0,Comité Scolaire Notre-Dame des Grâces à Woluwe-Saint-Pierre,413314624,Avenue du Chant d'Oiseau 19,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8266602, 4.4177163"
537.0,Ecole fondamentale du Collège Jean XXIII,2167084027,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Boulevard de la Woluwe 24,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,968.0,Boulevard de la Woluwe 24,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8358592,4.4341046,229.0,Collège Jean XXIII,414055089,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8358592, 4.4341046"
537.0,Ecole fondamentale du Collège Jean XXIII,2167084027,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Boulevard de la Woluwe 24,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,968.0,Boulevard de la Woluwe 24,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8358592,4.4341046,229.0,Collège Jean XXIII,414055089,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8358592, 4.4341046"
5376.0,Ecole fondamentale communale - Groupe Warsage-Mortroux,2169374910,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place du Centenaire Fléchet 22A,4608,WARSAGE,Dalhem,Liège,Liège,3715.0,Place du Centenaire Flèche 22/A,4608,WARSAGE,Dalhem,50.7347664,5.7692934,1262.0,Commune de Dalhem,207340468,Rue de Maestricht 7,4607,BERNEAU,Dalhem,"50.7347664, 5.7692934"
5376.0,Ecole fondamentale communale - Groupe Warsage-Mortroux,2169374910,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place du Centenaire Fléchet 22A,4608,WARSAGE,Dalhem,Liège,Liège,3716.0,Foulerie 4,4607,MORTROUX,Dalhem,50.7083195,5.7592459,1262.0,Commune de Dalhem,207340468,Rue de Maestricht 7,4607,BERNEAU,Dalhem,"50.7083195, 5.7592459"
5376.0,Ecole fondamentale communale - Groupe Warsage-Mortroux,2169374910,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place du Centenaire Fléchet 22A,4608,WARSAGE,Dalhem,Liège,Liège,3715.0,Place du Centenaire Flèche 22/A,4608,WARSAGE,Dalhem,50.7347664,5.7692934,1262.0,Commune de Dalhem,207340468,Rue de Maestricht 7,4607,BERNEAU,Dalhem,"50.7347664, 5.7692934"
5376.0,Ecole fondamentale communale - Groupe Warsage-Mortroux,2169374910,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place du Centenaire Fléchet 22A,4608,WARSAGE,Dalhem,Liège,Liège,3716.0,Foulerie 4,4607,MORTROUX,Dalhem,50.7083195,5.7592459,1262.0,Commune de Dalhem,207340468,Rue de Maestricht 7,4607,BERNEAU,Dalhem,"50.7083195, 5.7592459"
5377.0,Ecole communale fondamentale de l'Athénée,2167224280,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Decrucq 27,7370,DOUR,Dour,Hainaut Centre,Mons,2223.0,Rue de la Frontière 214,7370,BLAUGIES,Dour,50.3715371,3.8234156,1070.0,Commune de Dour,207286822,Grand'Place 1,7370,DOUR,Dour,"50.3715371, 3.8234156"
5377.0,Ecole communale fondamentale de l'Athénée,2167224280,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Decrucq 27,7370,DOUR,Dour,Hainaut Centre,Mons,2224.0,Rue de la Frontière 196,7370,BLAUGIES,Dour,50.3714655,3.8213646,1070.0,Commune de Dour,207286822,Grand'Place 1,7370,DOUR,Dour,"50.3714655, 3.8213646"
5377.0,Ecole communale fondamentale de l'Athénée,2167224280,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Decrucq 27,7370,DOUR,Dour,Hainaut Centre,Mons,2214.0,Rue Decrucq 27,7370,DOUR,Dour,50.4000792,3.7802088,1070.0,Commune de Dour,207286822,Grand'Place 1,7370,DOUR,Dour,"50.4000792, 3.7802088"
5377.0,Ecole communale fondamentale de l'Athénée,2167224280,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Decrucq 27,7370,DOUR,Dour,Hainaut Centre,Mons,2214.0,Rue Decrucq 27,7370,DOUR,Dour,50.4000792,3.7802088,1070.0,Commune de Dour,207286822,Grand'Place 1,7370,DOUR,Dour,"50.4000792, 3.7802088"
5378.0,Ecole communale primaire autonome de Boncelles,2167238732,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue de Fraigneux 14A,4100,BONCELLES,Seraing,Liège,Liège,8934.0,Rue de Fraigneux 14A,4100,BONCELLES,Seraing,50.5723015,5.5341992,1107.0,Ville de Seraing,207347002,Place Communale,4100,SERAING,Seraing,"50.5723015, 5.5341992"
538.0,Ecole primaire libre Mater Dei,2147548920,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue des Grands Prix 69,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,969.0,Avenue des Grands Prix 69,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8318139,4.4617528,37.0,Comité d'Enseignement Annonciades d'Heverlee,432621384,Avenue de l'Aviation 72,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8318139, 4.4617528"
5380.0,Ecole communale des Haies,2169270584,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue du Longtry 41,6032,MONT-SUR-MARCHIENNE,Charleroi,Hainaut Sud,Charleroi,1625.0,Rue Try du Scouf,6032,MONT-SUR-MARCHIENNE,Charleroi,50.3703951,4.4118525,1137.0,Ville de Charleroi,207310774,Place Charles II 11,6000,CHARLEROI,Charleroi,"50.3703951, 4.4118525"
5380.0,Ecole communale des Haies,2169270584,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue du Longtry 41,6032,MONT-SUR-MARCHIENNE,Charleroi,Hainaut Sud,Charleroi,1614.0,Rue du Longtry 41,6032,MONT-SUR-MARCHIENNE,Charleroi,50.3740436,4.4072986,1137.0,Ville de Charleroi,207310774,Place Charles II 11,6000,CHARLEROI,Charleroi,"50.3740436, 4.4072986"
5380.0,Ecole communale des Haies,2169270584,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue du Longtry 41,6032,MONT-SUR-MARCHIENNE,Charleroi,Hainaut Sud,Charleroi,1613.0,Rue du Longtry 37,6032,MONT-SUR-MARCHIENNE,Charleroi,50.3738049,4.407234,1137.0,Ville de Charleroi,207310774,Place Charles II 11,6000,CHARLEROI,Charleroi,"50.3738049, 4.407234"
5381.0,ATHENEE COMMUNAL LEONIE DE WAHA,2167253281,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Boulevard d'Avroy 96,4000,LIEGE,Liège,Liège,Liège,3918.0,Boulevard d'Avroy 96,4000,LIEGE,Liège,50.6363157,5.5675846,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6363157, 5.5675846"
5385.0,Ecole maternelle libre - Institut Saint-valentin,2167107385,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue Saint-Valentin 29B,6061,MONTIGNIES-SUR-SAMBRE,Charleroi,Hainaut Sud,Charleroi,8954.0,Rue Saint-Valentin 29B,6061,MONTIGNIES-SUR-SAMBRE,Charleroi,50.4033015,4.4814264,460.0,Le Comité scolaire Saint-Valentin,417756135,Rue Saint-Valentin 29,6061,MONTIGNIES-SUR-SAMBRE,Charleroi,"50.4033015, 4.4814264"
539.0,ATHENEE ROYAL CROMMELYNCK,2167131438,Secondaire ordinaire,Secondaire,Ordinaire,WBE,Avenue Orban 73,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,971.0,Avenue Orban 73,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8332572,4.4543928,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.8332572, 4.4543928"
54.0,Ecole maternelle libre Notre-Dame,2167179146,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue de Veeweyde 27,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,90.0,Rue de Veeweyde 27,1070,ANDERLECHT,Anderlecht,50.8336955,4.3066195,826.0,Institut des Soeurs de Notre Dame ASBL,408211929,Rue de Veeweyde 40,1070,ANDERLECHT,Anderlecht,"50.8336955, 4.3066195"
540.0,COLLEGE JEAN XXIII,2167084126,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,972.0,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8358602,4.4340938,229.0,Collège Jean XXIII,414055089,Boulevard de la Woluwe 22,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8358602, 4.4340938"
5400.0,Ecole primaire libre - Collège Saint-Hubert,2153755930,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue Joseph Chaudron 115,1160,AUDERGHEM,Auderghem,Bruxelles,Bruxelles-Capitale,101.0,Avenue Joseph Chaudron 115,1160,AUDERGHEM,Auderghem,50.8108771,4.4347644,238.0,Collège Saint-Hubert,409817080,Avenue Charle-Albert 9,1170,WATERMAEL-BOITSFORT,Watermael-Boitsfort,"50.8108771, 4.4347644"
541.0,LYCEE MATER DEI,2147548722,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Avenue de l'Aviation 72,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,Bruxelles,Bruxelles-Capitale,973.0,Avenue de l'Aviation 72,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,50.8319054,4.4605726,37.0,Comité d'Enseignement Annonciades d'Heverlee,432621384,Avenue de l'Aviation 72,1150,WOLUWE-SAINT-PIERRE,Woluwe-Saint-Pierre,"50.8319054, 4.4605726"
5410.0,Ecole maternelle Autonome 17,2167236059,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Désiré Desmet 16-18,1030,SCHAERBEEK,Schaerbeek,Bruxelles,Bruxelles-Capitale,8988.0,Rue Désiré Desmet 16-18,1030,SCHAERBEEK,Schaerbeek,50.8662037,4.3940852,1105.0,Commune de Schaerbeek,207367687,Place Colignon,1030,SCHAERBEEK,Schaerbeek,"50.8662037, 4.3940852"
5412.0,Ecole fondamentale communale Profondeville II,2169400248,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Jules Borbouse 68,5170,BOIS-DE-VILLERS,Profondeville,Namur,Namur,6004.0,Rue Jules Borbouse 68,5170,BOIS-DE-VILLERS,Profondeville,50.3875625,4.8225582,1046.0,Commune de Profondeville,207372043,Chaussée de Dinant 2,5170,PROFONDEVILLE,Profondeville,"50.3875625, 4.8225582"
5412.0,Ecole fondamentale communale Profondeville II,2169400248,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Jules Borbouse 68,5170,BOIS-DE-VILLERS,Profondeville,Namur,Namur,6004.0,Rue Jules Borbouse 68,5170,BOIS-DE-VILLERS,Profondeville,50.3875625,4.8225582,1046.0,Commune de Profondeville,207372043,Chaussée de Dinant 2,5170,PROFONDEVILLE,Profondeville,"50.3875625, 4.8225582"
5413.0,CEFA - Bruxelles-Ville,2167220025,Secondaire CEFA,Secondaire,Ordinaire,Subventionné communal,Boulevard de l'Abattoir 50,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,8192.0,Rue de la Blanchisserie 52,1000,BRUXELLES,Bruxelles,50.8538013,4.3576992,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8538013, 4.3576992"
5413.0,CEFA - Bruxelles-Ville,2167220025,Secondaire CEFA,Secondaire,Ordinaire,Subventionné communal,Boulevard de l'Abattoir 50,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,219.0,Boulevard de l'Abattoir 50,1000,BRUXELLES,Bruxelles,50.8470689,4.3374939,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8470689, 4.3374939"
5413.0,CEFA - Bruxelles-Ville,2167220025,Secondaire CEFA,Secondaire,Ordinaire,Subventionné communal,Boulevard de l'Abattoir 50,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,8191.0,Rue des Capucins 58,1000,BRUXELLES,Bruxelles,50.8378886,4.3482994,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8378886, 4.3482994"
5414.0,CEFA - Institut Emile Gryzon,2169234457,Secondaire CEFA,Secondaire,Ordinaire,COCOF,Avenue Emile Gryson 1,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,11188.0,Avenue Marius Renard 1,1070,ANDERLECHT,Anderlecht,50.8291025,4.2923908,469.0,Commission communautaire française,240682437,Rue des Palais 42 A,1030,SCHAERBEEK,Schaerbeek,"50.8291025, 4.2923908"
5414.0,CEFA - Institut Emile Gryzon,2169234457,Secondaire CEFA,Secondaire,Ordinaire,COCOF,Avenue Emile Gryson 1,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,11189.0,Place Saint-Pierre 5,1040,ETTERBEEK,Etterbeek,50.8367654,4.3950281,469.0,Commission communautaire française,240682437,Rue des Palais 42 A,1030,SCHAERBEEK,Schaerbeek,"50.8367654, 4.3950281"
5414.0,CEFA - Institut Emile Gryzon,2169234457,Secondaire CEFA,Secondaire,Ordinaire,COCOF,Avenue Emile Gryson 1,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,10474.0,Avenue Emile Gryson 1,1070,ANDERLECHT,Anderlecht,50.814059,4.2956747,469.0,Commission communautaire française,240682437,Rue des Palais 42 A,1030,SCHAERBEEK,Schaerbeek,"50.814059, 4.2956747"
5414.0,CEFA - Institut Emile Gryzon,2169234457,Secondaire CEFA,Secondaire,Ordinaire,COCOF,Avenue Emile Gryson 1,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,11190.0,Place de la Petite Suisse 4,1050,IXELLES,Ixelles,50.8175498,4.3851998,469.0,Commission communautaire française,240682437,Rue des Palais 42 A,1030,SCHAERBEEK,Schaerbeek,"50.8175498, 4.3851998"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10179.0,Parc de Wisterzée,1490,COURT-SAINT-ETIENNE,Court-Saint-Etienne,50.6493175,4.5624013,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.6493175, 4.5624013"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10204.0,Chaussée de Tirlemont 85,1370,JODOIGNE,Jodoigne,50.7286002,4.8735798,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.7286002, 4.8735798"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10206.0,Rue du Paradis 79 A,1400,NIVELLES,Nivelles,50.6083333,4.3241097,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.6083333, 4.3241097"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10420.0,Rue Saint-Quentin 14,5590,CINEY,Ciney,50.3002456,5.0969113,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.3002456, 5.0969113"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10423.0,Place du Théâtre 3,5000,NAMUR,Namur,50.4644388,4.8677818,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.4644388, 4.8677818"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10469.0,Avenue de l'Ermitage 7,5000,NAMUR,Namur,50.4538591,4.8538716,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.4538591, 4.8538716"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10627.0,Avenue des Combattants 5,1310,LA HULPE,La Hulpe,50.7327563,4.4922635,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.7327563, 4.4922635"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10628.0,Chaussée de Mons 241-243,1480,TUBIZE,Tubize,50.6848661,4.195209,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.6848661, 4.195209"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10205.0,Rue Ferdinand Delcroix 33,1400,NIVELLES,Nivelles,50.6027657,4.3311289,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.6027657, 4.3311289"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,8853.0,Route Provinciale 11,1480,CLABECQ,Tubize,50.6874297,4.2217713,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.6874297, 4.2217713"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10210.0,Quai aux Huîtres 31,1300,WAVRE,Wavre,50.7152089,4.6120088,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.7152089, 4.6120088"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10421.0,Rue du Haras 16,5340,GESVES,Gesves,50.4182939,5.062494,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.4182939, 5.062494"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10422.0,Rue François Jassogne 2 A,5300,SEILLES,Andenne,50.4984306,5.0810895,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.4984306, 5.0810895"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10472.0,Avenue Bohy 51,1300,WAVRE,Wavre,50.7150086,4.6198234,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.7150086, 4.6198234"
5415.0,CEFA - INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,2169236635,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Route Provinciale 11 Bte 1,1480,TUBIZE,Tubize,Brabant wallon,Nivelles,10465.0,Chaussée de Hannut 3-5,1370,JODOIGNE,Jodoigne,50.7197276,4.8761191,1298.0,Province du Brabant wallon,253973318,Place du Brabant Wallon 1,1300,WAVRE,Wavre,"50.7197276, 4.8761191"
5416.0,CEFA - ATHENEE PROVINCIAL LEUZE-EN-HAINAUT,2167303464,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Rue du Rempart 16,7900,LEUZE-EN-HAINAUT,Leuze-en-Hainaut,Wallonie Picarde,Tournai-Mouscron,11181.0,Rue de la Lys 1,7500,TOURNAI,Tournai,50.6008596,3.4025348,1301.0,Province du Hainaut,207656610,Avenue du Général de Gaulle 102,7000,MONS,Mons,"50.6008596, 3.4025348"
5416.0,CEFA - ATHENEE PROVINCIAL LEUZE-EN-HAINAUT,2167303464,Secondaire CEFA,Secondaire,Ordinaire,Subventionné provincial,Rue du Rempart 16,7900,LEUZE-EN-HAINAUT,Leuze-en-Hainaut,Wallonie Picarde,Tournai-Mouscron,9294.0,Rue Paul Pastur 11,7800,ATH,Ath,50.6225513,3.7744957,1301.0,Province du Hainaut,207656610,Avenue du Général de Gaulle 102,7000,MONS,Mons,"50.6225513, 3.7744957"
5416.0,CEFA - ATHENEE PROVINCIAL LEUZE-EN-HAINAUT,2167303464,Enseignement pour Adultes en alternance,Secondaire,Ordinaire,Subventionné provincial,Rue du Rempart 16,7900,LEUZE-EN-HAINAUT,Leuze-en-Hainaut,Wallonie Picarde,Tournai-Mouscron,9293.0,Boulevard Léopold III 40,7600,PERUWELZ,Péruwelz,50.5063728,3.5930825,1301.0,Province du Hainaut,207656610,Avenue du Général de Gaulle 102,7000,MONS,Mons,"50.5063728, 3.5930825"
